article_id,level,label,mention_count
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",marker_artifact,Ocular / blink / EOG,47
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",marker_artifact,Line / mains noise,12
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",marker_artifact,Muscle / EMG,13
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",marker_artifact,Motion / head movement,2
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",marker_artifact,Cardiac / ECG / BCG,16
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",marker_artifact,TMS artifact,1
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",marker_artifact,Artifact label / class,5
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",marker,Artifact annotation/label,2
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",marker,Response marker,1
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",feature,amplitude,1
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",feature,correlation,7
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",feature,band power,3
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",feature,variance,4
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",feature,topography,6
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",feature,PSD,29
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",feature,entropy,10
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",feature,covariance,4
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",feature,RMS,19
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",feature,SampEn,2
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",feature,ApEn,1
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,ICA,22
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,threshold,7
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,band-pass,6
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,regression/GLM,1
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,classifier,5
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,reconstruction/imputation,45
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,wavelet/DWT/CWT,65
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,notch/band-stop,2
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,SVM,25
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,PCA,4
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,CNN,2
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,SOBI/BSS,74
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,kNN,61
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,FIR,1
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,EMD/EEMD,3
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,RNN,1
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",method,CCA,3
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",tool,MATLAB,4
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",tool,EEGLAB,3
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",tool,FASTER,1
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",tool,ADJUST,1
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",metric,correlation,7
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",metric,accuracy,19
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",metric,sensitivity,4
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",metric,SNR,27
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",metric,precision,2
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",metric,p-value,14
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",metric,MSE,6
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",metric,RMSE,8
"001_PMC9449652_EEG artifact removal using sub-space decomposition, nonlinear dynamics, stationary wavelet tran",metric,MAE,4
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,marker_artifact,Ocular / blink / EOG,41
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,marker_artifact,Line / mains noise,2
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,marker_artifact,Muscle / EMG,47
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,marker_artifact,Cardiac / ECG / BCG,19
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,marker_artifact,Rejected epoch / segment,1
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,marker_artifact,Artifact label / class,1
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,marker,Sleep stage label,1
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,marker,Seizure onset/offset label,2
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,feature,amplitude,5
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,feature,correlation,9
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,feature,duration,1
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,feature,variance,1
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,feature,topography,1
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,feature,PSD,20
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,feature,spatial pattern,3
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,feature,covariance,1
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,feature,RMS,10
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,method,ICA,6
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,method,band-pass,6
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,method,regression/GLM,4
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,method,reconstruction/imputation,75
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,method,wavelet/DWT/CWT,6
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,method,notch/band-stop,3
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,method,PCA,2
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,method,CNN,38
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,method,SOBI/BSS,10
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,method,LSTM,31
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,method,EMD/EEMD,3
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,method,RNN,7
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,method,CCA,3
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,tool,ADJUST,1
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,metric,correlation,9
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,metric,accuracy,5
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,metric,sensitivity,2
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,metric,SNR,39
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,metric,precision,2
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,metric,MSE,11
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,metric,RMSE,6
002_PMC12134218_A novel EEG artifact removal algorithm based on an advanced attention mechanism,metric,removed components/rejection rate,1
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,marker_artifact,Ocular / blink / EOG,25
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,marker_artifact,Line / mains noise,18
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,marker_artifact,Muscle / EMG,7
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,marker_artifact,Bad channel / electrode contact,1
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,marker_artifact,Motion / head movement,2
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,marker_artifact,Cardiac / ECG / BCG,84
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,marker_artifact,fMRI gradient artifact,16
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,marker_artifact,Rejected epoch / segment,1
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,marker_artifact,Artifact label / class,1
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,marker_artifact,IC/component label,7
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,marker,Stimulus onset marker,7
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,marker,Artifact annotation/label,1
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,marker,IC/component label,8
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,marker,Response marker,1
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,feature,amplitude,21
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,feature,correlation,5
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,feature,duration,1
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,feature,band power,4
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,feature,topography,28
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,feature,alpha,7
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,feature,PSD,21
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,feature,beta,1
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,feature,theta,1
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,feature,gamma,3
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,feature,delta,3
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,method,ICA,62
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,method,threshold,2
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,method,band-pass,6
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,method,classifier,2
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,method,reconstruction/imputation,3
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,method,wavelet/DWT/CWT,17
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,method,low-pass,3
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,method,PCA,1
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,method,SOBI/BSS,5
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,method,FFT,4
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,method,FIR,4
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,tool,MATLAB,5
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,tool,EEGLAB,12
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,tool,FASTER,3
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,tool,ADJUST,1
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,tool,ICLabel,1
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,tool,BrainVision,2
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,metric,correlation,5
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,metric,accuracy,2
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,metric,sensitivity,2
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,metric,SNR,18
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,metric,p-value,4
003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI,metric,effect size/Cohen d/CI,2
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,marker_artifact,Ocular / blink / EOG,6
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,marker_artifact,Muscle / EMG,1
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,marker_artifact,Bad channel / electrode contact,3
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,marker_artifact,Motion / head movement,2
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,marker_artifact,Rejected epoch / segment,2
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,marker_artifact,Artifact label / class,10
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,marker,Sleep stage label,1
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,marker,Artifact annotation/label,7
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,marker,Trial/condition/class label,4
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,feature,amplitude,6
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,feature,correlation,9
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,feature,band power,20
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,feature,variance,1
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,feature,topography,1
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,feature,PSD,4
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,feature,entropy,9
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,feature,spatial pattern,1
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,feature,coherence,1
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,feature,fractal dimension,1
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,method,ICA,10
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,method,reconstruction/imputation,9
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,method,wavelet/DWT/CWT,2
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,method,SVM,8
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,method,interpolation,32
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,method,PCA,5
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,method,SOBI/BSS,2
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,method,kNN,2
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,method,LSTM,1
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,tool,MATLAB,1
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,tool,Python,3
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,metric,correlation,5
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,metric,accuracy,5
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,metric,sensitivity,1
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,metric,SNR,8
004_PMC8521924_Unsupervised EEG Artifact Detection and Correction,metric,F1/F-score,10
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,marker_artifact,Ocular / blink / EOG,29
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,marker_artifact,Line / mains noise,8
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,marker_artifact,Muscle / EMG,7
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,marker_artifact,Motion / head movement,2
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,marker_artifact,Cardiac / ECG / BCG,9
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,marker_artifact,Drift / sweat / cable,1
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,feature,amplitude,2
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,feature,correlation,3
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,feature,duration,1
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,feature,variance,3
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,feature,PSD,1
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,feature,entropy,2
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,feature,coherence,3
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,ICA,25
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,threshold,16
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,band-pass,2
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,regression/GLM,9
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,classifier,10
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,reconstruction/imputation,4
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,wavelet/DWT/CWT,78
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,low-pass,7
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,high-pass,2
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,SVM,21
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,PCA,8
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,SOBI/BSS,16
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,EMD/EEMD,101
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,Random Forest,7
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,method,CCA,2
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,metric,correlation,1
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,metric,accuracy,18
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,metric,SNR,39
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,metric,precision,1
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,metric,F1/F-score,18
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,metric,recall,1
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,metric,MSE,2
005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach,metric,MAE,19
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,marker_artifact,Ocular / blink / EOG,14
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,marker_artifact,Motion / head movement,1
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,feature,amplitude,1
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,feature,correlation,6
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,feature,band power,1
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,feature,variance,1
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,feature,topography,1
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,ICA,49
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,threshold,1
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,band-pass,8
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,regression/GLM,1
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,classifier,6
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,reconstruction/imputation,142
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,wavelet/DWT/CWT,2
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,PCA,5
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,CNN,3
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,SOBI/BSS,8
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,kNN,30
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,LSTM,22
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,EMD/EEMD,1
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,RNN,14
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,method,CCA,2
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,tool,EEGLAB,2
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,tool,scikit-learn,2
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,metric,correlation,6
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,metric,accuracy,1
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,metric,SNR,4
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,metric,precision,9
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,metric,F1/F-score,13
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,metric,recall,9
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,metric,MSE,5
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,metric,RMSE,10
006_PMC9163298_SRI-EEG State-Based Recurrent Imputation for EEG Artifact Correction,metric,MAE,11
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,marker_artifact,Ocular / blink / EOG,497
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,marker_artifact,Muscle / EMG,3
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,marker_artifact,Motion / head movement,1
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,marker_artifact,Cardiac / ECG / BCG,1
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,marker_artifact,Drift / sweat / cable,1
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,marker,Sleep stage label,1
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,feature,amplitude,5
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,feature,correlation,7
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,feature,duration,7
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,feature,variance,1
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,feature,PSD,4
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,feature,entropy,3
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,feature,covariance,9
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,feature,RMS,5
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,feature,fractal dimension,2
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,method,ICA,13
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,method,threshold,11
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,method,band-pass,3
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,method,regression/GLM,1
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,method,reconstruction/imputation,7
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,method,wavelet/DWT/CWT,49
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,method,low-pass,4
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,method,SOBI/BSS,9
007_PMC8838657_SSA with CWT and k-Means for Eye-Blink Artifact Removal from Single-Channel EEG Signals,method,EMD/EEMD,3
