row_level,col_level,row,col,article_count
feature,marker_artifact,amplitude,Cochlear implant artifact,2
feature,marker_artifact,amplitude,Drift / sweat / cable,9
feature,marker_artifact,amplitude,IC/component label,1
feature,marker_artifact,amplitude,Line / mains noise,79
feature,marker_artifact,amplitude,Motion / head movement,60
feature,marker_artifact,amplitude,Muscle / EMG,114
feature,marker_artifact,amplitude,Ocular / blink / EOG,153
feature,marker_artifact,amplitude,Rejected epoch / segment,22
feature,marker_artifact,amplitude,TMS artifact,17
feature,marker_artifact,amplitude,fMRI gradient artifact,7
feature,marker_artifact,band power,Artifact label / class,1
feature,marker_artifact,band power,Bad channel / electrode contact,22
feature,marker_artifact,band power,Cardiac / ECG / BCG,31
feature,marker_artifact,band power,Cochlear implant artifact,1
feature,marker_artifact,band power,Drift / sweat / cable,1
feature,marker_artifact,band power,IC/component label,1
feature,marker_artifact,band power,Line / mains noise,69
feature,marker_artifact,band power,Motion / head movement,33
feature,marker_artifact,band power,Muscle / EMG,62
feature,marker_artifact,band power,Ocular / blink / EOG,70
feature,marker_artifact,band power,Rejected epoch / segment,7
feature,marker_artifact,band power,TMS artifact,2
feature,marker_artifact,band power,fMRI gradient artifact,2
feature,marker_artifact,beta,Bad channel / electrode contact,3
feature,marker_artifact,beta,Cardiac / ECG / BCG,7
feature,marker_artifact,beta,Line / mains noise,15
feature,marker_artifact,beta,Motion / head movement,8
feature,marker_artifact,beta,Muscle / EMG,25
feature,marker_artifact,beta,Ocular / blink / EOG,11
feature,marker_artifact,beta,Rejected epoch / segment,1
feature,marker_artifact,beta,TMS artifact,3
feature,marker_artifact,coherence,Bad channel / electrode contact,5
feature,marker_artifact,coherence,Cardiac / ECG / BCG,10
feature,marker_artifact,coherence,Line / mains noise,12
feature,marker_artifact,coherence,Motion / head movement,11
feature,marker_artifact,coherence,Muscle / EMG,25
feature,marker_artifact,coherence,Ocular / blink / EOG,15
feature,marker_artifact,coherence,Rejected epoch / segment,1
feature,marker_artifact,coherence,TMS artifact,4
feature,marker_artifact,correlation,Artifact label / class,4
feature,marker_artifact,correlation,Bad channel / electrode contact,25
feature,marker_artifact,correlation,Bad-channel label/list,1
feature,marker_artifact,correlation,Cardiac / ECG / BCG,52
feature,marker_artifact,correlation,Cochlear implant artifact,1
feature,marker_artifact,correlation,Drift / sweat / cable,1
feature,marker_artifact,correlation,IC/component label,1
feature,marker_artifact,correlation,Line / mains noise,29
feature,marker_artifact,correlation,Motion / head movement,40
feature,marker_artifact,correlation,Muscle / EMG,90
feature,marker_artifact,correlation,Ocular / blink / EOG,104
feature,marker_artifact,correlation,Rejected epoch / segment,6
feature,marker_artifact,correlation,TMS artifact,8
feature,marker_artifact,correlation,fMRI gradient artifact,4
feature,marker_artifact,covariance,Bad channel / electrode contact,1
feature,marker_artifact,covariance,Cardiac / ECG / BCG,2
feature,marker_artifact,covariance,Line / mains noise,4
feature,marker_artifact,covariance,Motion / head movement,5
feature,marker_artifact,covariance,Muscle / EMG,5
feature,marker_artifact,covariance,Ocular / blink / EOG,16
feature,marker_artifact,delta,Bad channel / electrode contact,1
feature,marker_artifact,delta,Cardiac / ECG / BCG,2
feature,marker_artifact,delta,IC/component label,1
feature,marker_artifact,delta,Line / mains noise,6
feature,marker_artifact,delta,Motion / head movement,5
feature,marker_artifact,delta,Muscle / EMG,8
feature,marker_artifact,delta,Ocular / blink / EOG,14
feature,marker_artifact,delta,TMS artifact,2
feature,marker_artifact,duration,Artifact label / class,3
feature,marker_artifact,duration,Bad channel / electrode contact,29
feature,marker_artifact,duration,Bad-channel label/list,1
feature,marker_artifact,duration,Cardiac / ECG / BCG,30
feature,marker_artifact,duration,Cochlear implant artifact,1
feature,marker_artifact,duration,Drift / sweat / cable,1
feature,marker_artifact,duration,IC/component label,1
feature,marker_artifact,duration,Line / mains noise,29
feature,marker_artifact,duration,Motion / head movement,33
feature,marker_artifact,duration,Muscle / EMG,58
feature,marker_artifact,duration,Ocular / blink / EOG,79
feature,marker_artifact,duration,Rejected epoch / segment,6
feature,marker_artifact,duration,TMS artifact,7
feature,marker_artifact,duration,fMRI gradient artifact,5
feature,marker_artifact,entropy,Artifact label / class,1
feature,marker_artifact,entropy,Bad channel / electrode contact,3
feature,marker_artifact,entropy,Cardiac / ECG / BCG,20
feature,marker_artifact,entropy,Line / mains noise,11
feature,marker_artifact,entropy,Motion / head movement,9
feature,marker_artifact,entropy,Muscle / EMG,26
feature,marker_artifact,entropy,Ocular / blink / EOG,48
feature,marker_artifact,entropy,Rejected epoch / segment,2
feature,marker_artifact,entropy,TMS artifact,3
feature,marker_artifact,fractal dimension,Bad channel / electrode contact,1
feature,marker_artifact,fractal dimension,Cardiac / ECG / BCG,2
feature,marker_artifact,fractal dimension,Line / mains noise,2
feature,marker_artifact,fractal dimension,Muscle / EMG,4
feature,marker_artifact,fractal dimension,Ocular / blink / EOG,10
feature,marker_artifact,fractal dimension,Rejected epoch / segment,1
feature,marker_artifact,fractal dimension,TMS artifact,1
feature,marker_artifact,gamma,Bad channel / electrode contact,3
feature,marker_artifact,gamma,Cardiac / ECG / BCG,9
feature,marker_artifact,gamma,Cochlear implant artifact,1
feature,marker_artifact,gamma,Drift / sweat / cable,1
feature,marker_artifact,gamma,Line / mains noise,30
feature,marker_artifact,gamma,Motion / head movement,8
feature,marker_artifact,gamma,Muscle / EMG,31
feature,marker_artifact,gamma,Ocular / blink / EOG,20
feature,marker_artifact,gamma,TMS artifact,1
feature,marker_artifact,latency,Artifact label / class,2
feature,marker_artifact,latency,Bad channel / electrode contact,7
feature,marker_artifact,latency,Cardiac / ECG / BCG,7
feature,marker_artifact,latency,Drift / sweat / cable,1
feature,marker_artifact,latency,Line / mains noise,6
feature,marker_artifact,latency,Motion / head movement,6
feature,marker_artifact,latency,Muscle / EMG,16
feature,marker_artifact,latency,Ocular / blink / EOG,33
feature,marker_artifact,latency,Rejected epoch / segment,5
feature,marker_artifact,latency,TMS artifact,4
feature,marker_artifact,latency,fMRI gradient artifact,1
feature,marker_artifact,peak-to-peak,Artifact label / class,1
feature,marker_artifact,peak-to-peak,Bad channel / electrode contact,8
feature,marker_artifact,peak-to-peak,Cardiac / ECG / BCG,5
feature,marker_artifact,peak-to-peak,Line / mains noise,5
feature,marker_artifact,peak-to-peak,Motion / head movement,3
feature,marker_artifact,peak-to-peak,Muscle / EMG,7
feature,marker_artifact,peak-to-peak,Ocular / blink / EOG,11
feature,marker_artifact,peak-to-peak,Rejected epoch / segment,5
feature,marker_artifact,phase-locking/PLV,Bad channel / electrode contact,2
feature,marker_artifact,phase-locking/PLV,Cardiac / ECG / BCG,2
feature,marker_artifact,phase-locking/PLV,Line / mains noise,2
feature,marker_artifact,phase-locking/PLV,Motion / head movement,4
feature,marker_artifact,phase-locking/PLV,Muscle / EMG,7
feature,marker_artifact,phase-locking/PLV,Ocular / blink / EOG,8
feature,marker_artifact,phase-locking/PLV,TMS artifact,2
feature,marker_artifact,spatial pattern,Artifact label / class,1
feature,marker_artifact,spatial pattern,Bad channel / electrode contact,5
feature,marker_artifact,spatial pattern,Cardiac / ECG / BCG,9
feature,marker_artifact,spatial pattern,IC/component label,1
feature,marker_artifact,spatial pattern,Line / mains noise,5
feature,marker_artifact,spatial pattern,Motion / head movement,6
feature,marker_artifact,spatial pattern,Muscle / EMG,19
feature,marker_artifact,spatial pattern,Ocular / blink / EOG,28
feature,marker_artifact,spatial pattern,Rejected epoch / segment,1
feature,marker_artifact,theta,Bad channel / electrode contact,3
feature,marker_artifact,theta,Cardiac / ECG / BCG,5
feature,marker_artifact,theta,Drift / sweat / cable,1
feature,marker_artifact,theta,Line / mains noise,12
feature,marker_artifact,theta,Motion / head movement,9
feature,marker_artifact,theta,Muscle / EMG,6
feature,marker_artifact,theta,Ocular / blink / EOG,11
feature,marker_artifact,theta,TMS artifact,2
feature,marker_artifact,topography,Artifact label / class,4
feature,marker_artifact,topography,Bad channel / electrode contact,10
feature,marker_artifact,topography,Cardiac / ECG / BCG,28
feature,marker_artifact,topography,Cochlear implant artifact,3
feature,marker_artifact,topography,Drift / sweat / cable,1
feature,marker_artifact,topography,IC/component label,5
feature,marker_artifact,topography,Line / mains noise,23
feature,marker_artifact,topography,Motion / head movement,30
feature,marker_artifact,topography,Muscle / EMG,48
feature,marker_artifact,topography,Ocular / blink / EOG,68
feature,marker_artifact,topography,Rejected epoch / segment,3
feature,marker_artifact,topography,TMS artifact,7
feature,marker_artifact,topography,fMRI gradient artifact,3
feature,marker_artifact,variance,Bad channel / electrode contact,17
feature,marker_artifact,variance,Cardiac / ECG / BCG,15
feature,marker_artifact,variance,Drift / sweat / cable,2
feature,marker_artifact,variance,IC/component label,1
feature,marker_artifact,variance,Line / mains noise,25
feature,marker_artifact,variance,Motion / head movement,25
feature,marker_artifact,variance,Muscle / EMG,32
feature,marker_artifact,variance,Ocular / blink / EOG,61
feature,marker_artifact,variance,Rejected epoch / segment,5
feature,marker_artifact,variance,TMS artifact,1
feature,marker_artifact,variance,fMRI gradient artifact,3
feature,tool,ApEn,EEGLAB,1
feature,tool,ApEn,MATLAB,2
feature,tool,ApEn,Python,1
feature,tool,ApEn,XGBoost,1
feature,tool,PSD,ADJUST,8
feature,tool,PSD,BioSemi,1
feature,tool,PSD,Brainstorm,1
feature,tool,PSD,EDF,3
feature,tool,PSD,EEGLAB,35
feature,tool,PSD,FASTER,9
feature,tool,PSD,FieldTrip,5
feature,tool,PSD,ICLabel,9
feature,tool,PSD,LSL,1
feature,tool,PSD,MARA,3
feature,tool,PSD,MATLAB,38
feature,tool,PSD,MNE-Python,10
feature,tool,PSD,PREP pipeline,1
feature,tool,PSD,PyTorch,1
feature,tool,PSD,Python,26
feature,tool,PSD,R,2
feature,tool,PSD,SASICA,2
feature,tool,PSD,XGBoost,2
feature,tool,PSD,Zapline,1
feature,tool,PSD,clean_rawdata,2
feature,tool,PSD,scikit-learn,2
feature,tool,RMS,ADJUST,4
feature,tool,RMS,BioSemi,1
feature,tool,RMS,BrainVision,1
feature,tool,RMS,EEGLAB,4
feature,tool,RMS,FASTER,2
feature,tool,RMS,ICLabel,5
feature,tool,RMS,LSL,2
feature,tool,RMS,MARA,1
feature,tool,RMS,MATLAB,7
feature,tool,RMS,MNE-Python,1
feature,tool,RMS,PyTorch,2
feature,tool,RMS,Python,6
feature,tool,SampEn,ADJUST,1
feature,tool,SampEn,EDF,1
feature,tool,SampEn,FASTER,2
feature,tool,SampEn,ICLabel,1
feature,tool,SampEn,LSL,1
feature,tool,SampEn,MATLAB,2
feature,tool,SampEn,Python,1
feature,tool,alpha,ADJUST,9
feature,tool,alpha,BioSemi,2
feature,tool,alpha,BrainVision,3
feature,tool,alpha,Brainstorm,1
feature,tool,alpha,EEGLAB,11
feature,tool,alpha,FASTER,13
feature,tool,alpha,FieldTrip,2
feature,tool,alpha,ICLabel,3
feature,tool,alpha,MARA,1
feature,tool,alpha,MATLAB,15
feature,tool,alpha,MNE-Python,1
feature,tool,alpha,PREP pipeline,1
feature,tool,alpha,Python,4
feature,tool,alpha,R,3
feature,tool,alpha,SASICA,1
feature,tool,amplitude,ADJUST,16
feature,tool,amplitude,Autoreject,3
feature,tool,amplitude,BioSemi,2
feature,tool,amplitude,BrainVision,2
feature,tool,amplitude,Brainstorm,5
feature,tool,amplitude,CleanLine,4
feature,tool,amplitude,EDF,2
feature,tool,amplitude,EEGLAB,53
feature,tool,amplitude,FASTER,25
feature,tool,amplitude,FieldTrip,10
feature,tool,amplitude,ICLabel,7
feature,tool,amplitude,LSL,2
feature,tool,amplitude,MARA,3
feature,tool,amplitude,MATLAB,49
feature,tool,amplitude,MNE-Python,7
feature,tool,amplitude,PREP pipeline,6
feature,tool,amplitude,Python,14
feature,tool,amplitude,R,1
feature,tool,amplitude,SASICA,1
feature,tool,amplitude,XGBoost,2
feature,tool,amplitude,Zapline,1
feature,tool,amplitude,clean_rawdata,5
feature,tool,band power,ADJUST,16
feature,tool,band power,Autoreject,2
feature,tool,band power,BioSemi,2
feature,tool,band power,BrainVision,2
feature,tool,band power,Brainstorm,3
feature,tool,band power,CleanLine,3
feature,tool,band power,EDF,2
feature,tool,band power,EEGLAB,36
feature,tool,band power,FASTER,25
feature,tool,band power,FieldTrip,13
feature,tool,band power,ICLabel,7
feature,tool,band power,LSL,1
feature,tool,band power,MARA,2
feature,tool,band power,MATLAB,46
feature,tool,band power,MNE-Python,4
feature,tool,band power,Python,11
feature,tool,band power,R,4
feature,tool,band power,XGBoost,4
feature,tool,band power,Zapline,1
feature,tool,band power,scikit-learn,4
feature,tool,beta,ADJUST,4
feature,tool,beta,BioSemi,2
feature,tool,beta,BrainVision,1
feature,tool,beta,EEGLAB,7
feature,tool,beta,FASTER,16
feature,tool,beta,FieldTrip,1
feature,tool,beta,ICLabel,1
feature,tool,beta,MATLAB,4
feature,tool,beta,R,1
feature,tool,beta,SASICA,1
feature,tool,beta,XGBoost,1
feature,tool,coherence,ADJUST,3
feature,tool,coherence,BrainVision,1
feature,tool,coherence,Brainstorm,2
feature,tool,coherence,EDF,1
feature,tool,coherence,EEGLAB,3
feature,tool,coherence,FASTER,5
feature,tool,coherence,FieldTrip,1
feature,tool,coherence,MARA,1
feature,tool,coherence,MATLAB,13
feature,tool,coherence,MNE-Python,1
feature,tool,coherence,Python,3
feature,tool,coherence,scikit-learn,1
feature,tool,correlation,ADJUST,20
feature,tool,correlation,Autoreject,1
feature,tool,correlation,BioSemi,2
feature,tool,correlation,BrainVision,1
feature,tool,correlation,Brainstorm,2
feature,tool,correlation,CleanLine,1
feature,tool,correlation,EDF,2
feature,tool,correlation,EEGLAB,35
feature,tool,correlation,FASTER,19
feature,tool,correlation,FieldTrip,7
feature,tool,correlation,ICLabel,8
feature,tool,correlation,Keras,1
feature,tool,correlation,LSL,1
feature,tool,correlation,MARA,1
feature,tool,correlation,MATLAB,30
feature,tool,correlation,MNE-Python,6
feature,tool,correlation,PREP pipeline,2
feature,tool,correlation,PyTorch,1
feature,tool,correlation,Python,17
feature,tool,correlation,R,9
feature,tool,correlation,SASICA,3
feature,tool,correlation,XGBoost,4
feature,tool,correlation,Zapline,1
feature,tool,correlation,clean_rawdata,9
feature,tool,correlation,scikit-learn,3
feature,tool,covariance,ADJUST,1
feature,tool,covariance,Brainstorm,5
feature,tool,covariance,EEGLAB,4
feature,tool,covariance,FASTER,3
feature,tool,covariance,FieldTrip,2
feature,tool,covariance,ICLabel,1
feature,tool,covariance,MATLAB,7
feature,tool,covariance,MNE-Python,4
feature,tool,covariance,Python,7
feature,tool,covariance,R,3
feature,tool,covariance,XGBoost,1
feature,tool,covariance,Zapline,1
feature,tool,covariance,scikit-learn,3
feature,tool,delta,BioSemi,1
feature,tool,delta,EEGLAB,2
feature,tool,delta,FASTER,5
feature,tool,delta,ICLabel,1
feature,tool,delta,MATLAB,1
feature,tool,delta,XGBoost,1
feature,tool,duration,ADJUST,9
feature,tool,duration,Autoreject,2
feature,tool,duration,BioSemi,3
feature,tool,duration,BrainVision,2
feature,tool,duration,Brainstorm,1
feature,tool,duration,EDF,4
feature,tool,duration,EEGLAB,30
feature,tool,duration,FASTER,13
feature,tool,duration,FieldTrip,6
feature,tool,duration,ICLabel,7
feature,tool,duration,Keras,1
feature,tool,duration,LSL,2
feature,tool,duration,MATLAB,45
feature,tool,duration,MNE-Python,3
feature,tool,duration,PREP pipeline,1
feature,tool,duration,Python,7
feature,tool,duration,R,2
feature,tool,duration,XGBoost,1
feature,tool,duration,Zapline,2
feature,tool,duration,clean_rawdata,1
feature,tool,duration,scikit-learn,1
feature,tool,entropy,ADJUST,2
feature,tool,entropy,Autoreject,2
feature,tool,entropy,EDF,4
feature,tool,entropy,EEGLAB,4
feature,tool,entropy,FASTER,6
feature,tool,entropy,FieldTrip,1
feature,tool,entropy,ICLabel,1
feature,tool,entropy,Keras,6
feature,tool,entropy,LSL,1
feature,tool,entropy,MATLAB,10
feature,tool,entropy,MNE-Python,4
feature,tool,entropy,PyTorch,1
feature,tool,entropy,Python,10
feature,tool,entropy,R,1
feature,tool,entropy,XGBoost,4
feature,tool,entropy,scikit-learn,1
feature,tool,fractal dimension,ADJUST,2
feature,tool,fractal dimension,EEGLAB,2
feature,tool,fractal dimension,LSL,1
feature,tool,fractal dimension,MARA,1
feature,tool,fractal dimension,MATLAB,1
feature,tool,fractal dimension,Python,1
feature,tool,gamma,ADJUST,1
feature,tool,gamma,BioSemi,1
feature,tool,gamma,CleanLine,1
feature,tool,gamma,EEGLAB,2
feature,tool,gamma,FASTER,8
feature,tool,gamma,FieldTrip,1
feature,tool,gamma,MATLAB,4
feature,tool,gamma,MNE-Python,1
feature,tool,gamma,PREP pipeline,1
feature,tool,gamma,Python,1
feature,tool,gamma,R,1
feature,tool,gamma,Zapline,1
feature,tool,gamma,clean_rawdata,1
feature,tool,latency,ADJUST,2
feature,tool,latency,EEGLAB,10
feature,tool,latency,FASTER,10
feature,tool,latency,FieldTrip,1
feature,tool,latency,ICLabel,2
feature,tool,latency,LSL,2
feature,tool,latency,MATLAB,11
feature,tool,latency,MNE-Python,1
feature,tool,latency,Python,5
feature,tool,latency,XGBoost,1
feature,tool,peak-to-peak,ADJUST,1
feature,tool,peak-to-peak,Autoreject,5
feature,tool,peak-to-peak,BrainVision,1
feature,tool,peak-to-peak,EEGLAB,6
feature,tool,peak-to-peak,FASTER,2
feature,tool,peak-to-peak,FieldTrip,1
feature,tool,peak-to-peak,ICLabel,1
feature,tool,peak-to-peak,MARA,1
feature,tool,peak-to-peak,MATLAB,4
feature,tool,peak-to-peak,Python,1
feature,tool,peak-to-peak,XGBoost,2
feature,tool,phase-locking/PLV,BioSemi,1
feature,tool,phase-locking/PLV,EDF,1
feature,tool,phase-locking/PLV,EEGLAB,5
feature,tool,phase-locking/PLV,FASTER,1
feature,tool,phase-locking/PLV,FieldTrip,2
feature,tool,phase-locking/PLV,MARA,1
feature,tool,phase-locking/PLV,MATLAB,6
feature,tool,phase-locking/PLV,MNE-Python,1
feature,tool,phase-locking/PLV,Python,1
feature,tool,phase-locking/PLV,XGBoost,1
feature,tool,spatial pattern,ADJUST,8
feature,tool,spatial pattern,Brainstorm,1
feature,tool,spatial pattern,EDF,1
feature,tool,spatial pattern,EEGLAB,3
feature,tool,spatial pattern,FASTER,2
feature,tool,spatial pattern,FieldTrip,1
feature,tool,spatial pattern,LSL,1
feature,tool,spatial pattern,MNE-Python,1
feature,tool,spatial pattern,Python,4
feature,tool,spatial pattern,XGBoost,2
feature,tool,spatial pattern,scikit-learn,3
feature,tool,theta,ADJUST,2
feature,tool,theta,BrainVision,2
feature,tool,theta,EEGLAB,2
feature,tool,theta,FASTER,12
feature,tool,theta,FieldTrip,1
feature,tool,theta,MATLAB,7
feature,tool,theta,Python,1
feature,tool,theta,XGBoost,1
feature,tool,topography,ADJUST,9
feature,tool,topography,BioSemi,2
feature,tool,topography,BrainVision,1
feature,tool,topography,Brainstorm,1
feature,tool,topography,CleanLine,1
feature,tool,topography,EEGLAB,32
feature,tool,topography,FASTER,11
feature,tool,topography,FieldTrip,10
feature,tool,topography,ICLabel,9
feature,tool,topography,MARA,6
feature,tool,topography,MATLAB,19
feature,tool,topography,MNE-Python,3
feature,tool,topography,PREP pipeline,1
feature,tool,topography,Python,4
feature,tool,topography,SASICA,4
feature,tool,topography,Zapline,1
feature,tool,topography,scikit-learn,2
feature,tool,variance,ADJUST,13
feature,tool,variance,BrainVision,1
feature,tool,variance,Brainstorm,1
feature,tool,variance,CleanLine,2
feature,tool,variance,EDF,1
feature,tool,variance,EEGLAB,28
feature,tool,variance,FASTER,11
feature,tool,variance,FieldTrip,8
feature,tool,variance,ICLabel,15
feature,tool,variance,LSL,1
feature,tool,variance,MARA,5
feature,tool,variance,MATLAB,18
feature,tool,variance,MNE-Python,2
feature,tool,variance,PREP pipeline,2
feature,tool,variance,PyTorch,1
feature,tool,variance,Python,8
feature,tool,variance,R,7
feature,tool,variance,SASICA,2
feature,tool,variance,XGBoost,1
feature,tool,variance,Zapline,1
feature,tool,variance,clean_rawdata,2
feature,tool,variance,scikit-learn,1
marker_artifact,tool,Artifact label / class,ADJUST,1
marker_artifact,tool,Artifact label / class,Brainstorm,1
marker_artifact,tool,Artifact label / class,EEGLAB,2
marker_artifact,tool,Artifact label / class,FASTER,2
marker_artifact,tool,Artifact label / class,FieldTrip,1
marker_artifact,tool,Artifact label / class,ICLabel,4
marker_artifact,tool,Artifact label / class,MARA,2
marker_artifact,tool,Artifact label / class,MATLAB,1
marker_artifact,tool,Artifact label / class,MNE-Python,2
marker_artifact,tool,Artifact label / class,Python,3
marker_artifact,tool,Artifact label / class,SASICA,1
marker_artifact,tool,Artifact label / class,XGBoost,1
marker_artifact,tool,Bad channel / electrode contact,ADJUST,13
marker_artifact,tool,Bad channel / electrode contact,Automagic,1
marker_artifact,tool,Bad channel / electrode contact,Autoreject,2
marker_artifact,tool,Bad channel / electrode contact,BioSemi,4
marker_artifact,tool,Bad channel / electrode contact,BrainVision,8
marker_artifact,tool,Bad channel / electrode contact,Brainstorm,2
marker_artifact,tool,Bad channel / electrode contact,CleanLine,4
marker_artifact,tool,Bad channel / electrode contact,EDF,4
marker_artifact,tool,Bad channel / electrode contact,EEGLAB,53
marker_artifact,tool,Bad channel / electrode contact,FASTER,7
marker_artifact,tool,Bad channel / electrode contact,FieldTrip,7
marker_artifact,tool,Bad channel / electrode contact,ICLabel,9
marker_artifact,tool,Bad channel / electrode contact,MARA,3
marker_artifact,tool,Bad channel / electrode contact,MATLAB,44
marker_artifact,tool,Bad channel / electrode contact,MNE-Python,1
marker_artifact,tool,Bad channel / electrode contact,PREP pipeline,9
marker_artifact,tool,Bad channel / electrode contact,Python,3
marker_artifact,tool,Bad channel / electrode contact,Zapline,2
marker_artifact,tool,Bad channel / electrode contact,clean_rawdata,10
marker_artifact,tool,Bad-channel label/list,ADJUST,1
marker_artifact,tool,Cardiac / ECG / BCG,ADJUST,3
marker_artifact,tool,Cardiac / ECG / BCG,Autoreject,1
marker_artifact,tool,Cardiac / ECG / BCG,BioSemi,4
marker_artifact,tool,Cardiac / ECG / BCG,BrainVision,7
marker_artifact,tool,Cardiac / ECG / BCG,Brainstorm,1
marker_artifact,tool,Cardiac / ECG / BCG,CleanLine,1
marker_artifact,tool,Cardiac / ECG / BCG,EDF,5
marker_artifact,tool,Cardiac / ECG / BCG,EEGLAB,34
marker_artifact,tool,Cardiac / ECG / BCG,FASTER,9
marker_artifact,tool,Cardiac / ECG / BCG,FieldTrip,3
marker_artifact,tool,Cardiac / ECG / BCG,ICLabel,3
marker_artifact,tool,Cardiac / ECG / BCG,LSL,4
marker_artifact,tool,Cardiac / ECG / BCG,MARA,4
marker_artifact,tool,Cardiac / ECG / BCG,MATLAB,34
marker_artifact,tool,Cardiac / ECG / BCG,MNE-Python,2
marker_artifact,tool,Cardiac / ECG / BCG,PREP pipeline,1
marker_artifact,tool,Cardiac / ECG / BCG,Python,7
marker_artifact,tool,Cardiac / ECG / BCG,XGBoost,1
marker_artifact,tool,Cardiac / ECG / BCG,Zapline,1
marker_artifact,tool,Cochlear implant artifact,ADJUST,2
marker_artifact,tool,Cochlear implant artifact,EEGLAB,2
marker_artifact,tool,Cochlear implant artifact,FieldTrip,1
marker_artifact,tool,Cochlear implant artifact,MATLAB,1
marker_artifact,tool,Drift / sweat / cable,EEGLAB,2
marker_artifact,tool,Drift / sweat / cable,FASTER,1
marker_artifact,tool,Drift / sweat / cable,LSL,1
marker_artifact,tool,Drift / sweat / cable,MATLAB,5
marker_artifact,tool,Drift / sweat / cable,MNE-Python,1
marker_artifact,tool,Drift / sweat / cable,Python,2
marker_artifact,tool,IC/component label,ADJUST,3
marker_artifact,tool,IC/component label,EEGLAB,7
marker_artifact,tool,IC/component label,FASTER,2
marker_artifact,tool,IC/component label,ICLabel,13
marker_artifact,tool,IC/component label,MATLAB,1
marker_artifact,tool,IC/component label,Python,2
marker_artifact,tool,IC/component label,SASICA,1
marker_artifact,tool,Line / mains noise,ADJUST,13
marker_artifact,tool,Line / mains noise,Automagic,1
marker_artifact,tool,Line / mains noise,Autoreject,2
marker_artifact,tool,Line / mains noise,BioSemi,5
marker_artifact,tool,Line / mains noise,BrainVision,8
marker_artifact,tool,Line / mains noise,Brainstorm,4
marker_artifact,tool,Line / mains noise,CleanLine,23
marker_artifact,tool,Line / mains noise,EDF,3
marker_artifact,tool,Line / mains noise,EEGLAB,103
marker_artifact,tool,Line / mains noise,FASTER,13
marker_artifact,tool,Line / mains noise,FieldTrip,10
marker_artifact,tool,Line / mains noise,ICLabel,21
marker_artifact,tool,Line / mains noise,LSL,2
marker_artifact,tool,Line / mains noise,MARA,3
marker_artifact,tool,Line / mains noise,MATLAB,83
marker_artifact,tool,Line / mains noise,MNE-Python,5
marker_artifact,tool,Line / mains noise,PREP pipeline,12
marker_artifact,tool,Line / mains noise,Python,10
marker_artifact,tool,Line / mains noise,R,1
marker_artifact,tool,Line / mains noise,SASICA,2
marker_artifact,tool,Line / mains noise,Zapline,13
marker_artifact,tool,Line / mains noise,clean_rawdata,12
marker_artifact,tool,Line / mains noise,scikit-learn,1
marker_artifact,tool,Motion / head movement,ADJUST,16
marker_artifact,tool,Motion / head movement,Automagic,2
marker_artifact,tool,Motion / head movement,Autoreject,1
marker_artifact,tool,Motion / head movement,BioSemi,7
marker_artifact,tool,Motion / head movement,BrainVision,2
marker_artifact,tool,Motion / head movement,Brainstorm,3
marker_artifact,tool,Motion / head movement,CleanLine,2
marker_artifact,tool,Motion / head movement,EEGLAB,33
marker_artifact,tool,Motion / head movement,FASTER,9
marker_artifact,tool,Motion / head movement,FieldTrip,3
marker_artifact,tool,Motion / head movement,ICLabel,9
marker_artifact,tool,Motion / head movement,LSL,1
marker_artifact,tool,Motion / head movement,MARA,6
marker_artifact,tool,Motion / head movement,MATLAB,20
marker_artifact,tool,Motion / head movement,MNE-Python,1
marker_artifact,tool,Motion / head movement,PREP pipeline,2
marker_artifact,tool,Motion / head movement,Python,3
marker_artifact,tool,Motion / head movement,SASICA,3
marker_artifact,tool,Motion / head movement,Zapline,2
marker_artifact,tool,Motion / head movement,clean_rawdata,3
marker_artifact,tool,Muscle / EMG,ADJUST,20
marker_artifact,tool,Muscle / EMG,Autoreject,2
marker_artifact,tool,Muscle / EMG,BioSemi,12
marker_artifact,tool,Muscle / EMG,BrainVision,4
marker_artifact,tool,Muscle / EMG,Brainstorm,2
marker_artifact,tool,Muscle / EMG,CleanLine,1
marker_artifact,tool,Muscle / EMG,EDF,6
marker_artifact,tool,Muscle / EMG,EEGLAB,63
marker_artifact,tool,Muscle / EMG,FASTER,21
marker_artifact,tool,Muscle / EMG,FieldTrip,10
marker_artifact,tool,Muscle / EMG,ICLabel,20
marker_artifact,tool,Muscle / EMG,Keras,1
marker_artifact,tool,Muscle / EMG,LSL,4
marker_artifact,tool,Muscle / EMG,MARA,4
marker_artifact,tool,Muscle / EMG,MATLAB,40
marker_artifact,tool,Muscle / EMG,MNE-Python,9
marker_artifact,tool,Muscle / EMG,Python,16
marker_artifact,tool,Muscle / EMG,R,1
marker_artifact,tool,Muscle / EMG,SASICA,2
marker_artifact,tool,Muscle / EMG,XGBoost,2
marker_artifact,tool,Muscle / EMG,Zapline,3
marker_artifact,tool,Muscle / EMG,clean_rawdata,4
marker_artifact,tool,Muscle / EMG,scikit-learn,1
marker_artifact,tool,Ocular / blink / EOG,ADJUST,51
marker_artifact,tool,Ocular / blink / EOG,Automagic,1
marker_artifact,tool,Ocular / blink / EOG,Autoreject,4
marker_artifact,tool,Ocular / blink / EOG,BioSemi,16
marker_artifact,tool,Ocular / blink / EOG,BrainVision,10
